"ep_no","series_ep_code","title","air_date"
"539","s23e01","Free the Roads","2019-09-02"
"540","s23e02","Crowning Around","2019-09-03"
"541","s23e03","Chucklesome Trucks","2019-09-04"
"542","s23e04","The Other Big Engine","2019-09-05"
"543","s23e05","Heart of Gold","2019-09-06"
"544","s23e06","Batucada","2019-09-09"
"545","s23e07","Gordon Gets the Giggles","2019-09-10"
"546","s23e08","Thomas Makes a Mistake","2019-09-11"
"547","s23e09","Diesel Do Right","2019-09-12"
"548","s23e10","Grudge Match","2019-09-13"
"549","s23e11","Steam Team to the Rescue","2019-10-19"
"550","s23e12","Panicky Percy","2019-12-16"
"551","s23e13","All Tracks Lead to Rome","2019-12-21"
"552","s23e14","Mines of Mystery","2019-12-22"
"553","s23e15","Laid Back Shane","2020-05-04"
"554","s23e16","Rangers on the Rails","2020-05-05"
"555","s23e17","Wish You Were Here","2020-05-06"
"556","s23e18","Out of Site","2020-05-07"
"557","s23e19","First Day on Sodor!","2020-05-11"
"558","s23e20","Lorenzo's Solo","2020-05-12"
"559","s23e21","Deep Trouble","2020-05-13"
"560","s23e22","Too Loud, Thomas!","2020-05-14"
"561","s23e23","Diesel Glows Away","2020-05-15"
"562","s24e01","Thomas and the Royal Engine: 75th Anniversary","2020-05-02"
"563","s24e02","Emily's Best Friend","2020-09-07"
"564","s24e03","Thomas' Fuzzy Friend","2020-09-08"
"565","s24e04","The Great Little Railway Show","2020-09-09"
"566","s24e05","Thomas and the Forest Engines","2020-09-10"
"567","s24e06","Emily to the Rescue","2020-09-11"
"568","s24e07","Shankar's Makeover","2020-09-14"
"569","s24e08","Nia and the Unfriendly Elephant","2020-09-15"
"570","s24e09","Thomas' Not-So-Lucky Day","2020-09-16"
"571","s24e10","James the Super Engine","2020-09-17"
"572","s24e11","Ace's Brave Jump","2020-09-18"
"573","s24e12","A New Arrival","2020-10-24"
"574","s24e13","World of Tomorrow","2020-10-25"
"575","s24e14","Nia's Bright Idea","2020-12-05"
"576","s24e15","Cleo's First Snow","2020-12-06"
"577","s24e16","Sonny's Second Chance","2021-01-11"
"578","s24e17","Thomas and the Inventor's Workshop","2021-01-12"
"579","s24e18","The Inventor's Spectacular Bridge","2021-01-13"
"580","s24e19","Yong Bao and the Tiger","2021-01-14"
"581","s24e20","Gordon and Rebecca, Coming Through!","2021-01-15"
"582","s24e21","Kenji on the Rails Again","2021-01-18"
"583","s24e22","Cleo the Road Engine","2021-01-19"
"584","s24e23","Thomas' Animal Friends","2021-01-20"
"130.5","s00e01","Thomas and the Magic Railroad","2000-07-14"
"210.5","s00e02","Calling All Engines!","2005-09-06"
"288.5","s00e03","The Great Discovery","2008-07-05"
"308.5","s00e04","Hero of the Rails","2009-09-08"
"328.5","s00e05","Misty Island Rescue","2010-07-03"
"368.5","s00e06","Day of the Diesels","2011-09-06"
"387.5","s00e07","Blue Mountain Mystery","2012-09-03"
"398.5","s00e08","King of the Railway","2013-08-23"
"419.5","s00e09","Tale of the Brave","2014-09-01"
"434.5","s00e10","Sodor's Legend of the Lost Treasure","2015-07-17"
"434.5","s00e11","The Adventure Begins","2015-07-27"
"452.5","s00e12","The Great Race","2016-05-21"
"507.5","s00e13","Journey Beyond Sodor","2017-10-16"
"528.5","s00e14","Big World! Big Adventures!","2018-11-12"
